12,60,51,53,29,8,73,34,20,14,63,72,31,31,15,55,22,43,65,25,31,71,29,72,38,64,53,51,60,1,21,56,12,0,72,57,43,68,37,13,25,22,42,5,6,13,71,61,53,72,74,74,12,71,40,6,24,67,62,1,48,60,19,5,20,8,36,31,29,66,32,22,4,17,18,3,52,1,46,31,19,49,24,8,40,13,66,50,63,57,60,47,53,51,24,40,65,5,38,33
71,30,30,43,40,61,63,35,19,10,67,3,35,10,62,61,20,68,54,16,28,12,13,50,57,68,56,48,64,62,17,59,21,72,0,67,47,73,44,63,35,41,14,47,72,40,36,59,7,66,1,38,51,42,36,24,45,68,51,71,8,38,9,41,51,11,58,30,67,23,5,17,7,71,2,9,1,17,1,48,39,19,15,7,28,1,45,36,23,56,63,20,39,34,26,63,73,47,14,10
70,74,70,33,74,63,4,21,69,66,70,62,62,33,54,45,44,67,50,57,35,12,59,23,4,72,41,54,30,57,25,22,65,57,67,0,43,25,20,41,14,51,5,3,22,6,67,63,30,13,32,31,54,31,71,68,71,26,22,66,16,10,39,68,30,16,6,70,45,28,50,59,25,52,16,71,53,13,33,47,69,40,47,51,69,12,31,24,52,66,37,60,25,41,29,67,51,62,9,21
61,7,36,66,56,27,35,50,6,4,61,62,74,67,40,7,36,36,14,6,38,12,9,40,54,43,41,64,9,74,34,9,45,43,47,43,0,57,16,3,33,70,20,43,27,2,38,62,20,4,19,49,25,49,1,54,29,3,31,54,69,73,73,67,65,60,42,31,10,49,64,21,63,6,29,20,12,47,24,71,37,55,1,45,43,60,49,65,67,12,15,59,5,29,23,55,8,59,58,40
54,24,18,30,73,32,25,67,23,51,1,4,39,27,62,69,28,33,41,71,68,7,12,1,52,42,47,47,6,17,55,28,24,68,73,25,57,0,19,6,47,2,5,10,34,50,64,37,4,24,48,59,22,37,61,45,40,25,31,59,26,35,28,51,43,49,37,30,36,5,31,72,58,54,57,56,63,57,73,9,30,37,20,3,73,54,11,11,53,29,6,31,11,60,69,1,49,51,19,63
14,38,30,14,18,43,47,68,44,55,1,41,69,9,38,4,49,24,72,12,16,34,27,66,34,14,73,14,27,69,38,62,22,37,44,20,16,19,0,22,2,7,60,53,58,47,62,3,31,19,36,66,21,45,2,12,62,15,62,26,50,4,55,37,70,22,28,9,72,33,7,54,38,25,56,62,19,40,33,12,45,70,8,67,41,32,12,19,34,40,27,58,66,55,31,45,48,10,37,23
27,5,53,47,40,52,18,56,16,33,7,70,55,43,41,39,70,5,45,22,26,50,63,30,44,39,47,43,62,48,29,63,33,13,63,41,3,6,22,0,43,70,32,3,69,69,27,20,59,38,42,51,7,65,70,8,63,68,1,39,49,29,49,57,43,47,21,63,32,47,62,20,30,42,33,7,56,3,32,3,73,39,68,29,66,19,68,67,30,47,43,67,16,1,66,18,19,48,23,62
14,54,42,47,4,55,43,20,48,29,20,24,42,65,16,9,46,56,60,51,43,62,44,23,26,41,45,13,16,8,68,50,67,25,35,14,33,47,2,43,0,66,70,29,60,12,47,52,7,40,66,20,18,63,37,12,18,49,42,22,47,53,21,31,27,58,11,67,22,37,58,51,12,52,10,71,66,39,51,73,10,56,62,58,15,32,2,25,10,34,43,59,32,40,69,67,41,67,4,60
1,42,56,25,57,57,45,52,60,73,2,60,72,26,44,29,21,10,73,11,37,59,44,71,13,13,68,68,59,20,72,72,69,22,41,51,70,2,7,70,66,0,25,17,61,26,13,3,71,51,64,70,51,68,19,66,69,23,6,57,7,54,34,49,13,40,47,2,35,66,9,33,49,22,71,52,16,42,66,42,56,67,63,10,14,12,3,1,45,46,69,55,23,37,20,55,9,56,60,56
24,40,74,60,45,29,45,10,38,30,32,45,62,4,11,61,16,27,66,38,20,53,69,35,30,37,43,6,49,57,47,70,38,42,14,5,20,5,60,32,70,25,0,25,44,35,7,62,51,20,72,14,23,31,18,15,53,14,39,22,35,69,16,1,68,51,39,39,8,74,27,47,30,1,41,38,19,4,63,4,24,58,72,44,58,54,49,50,70,40,30,50,33,10,33,41,30,30,56,39
52,62,72,74,64,32,34,10,49,33,26,59,72,11,4,19,33,30,16,54,43,35,43,22,69,40,25,26,2,60,10,9,47,5,47,3,43,10,53,3,29,17,25,0,37,7,19,34,48,53,74,69,7,71,13,72,45,18,6,23,61,6,27,10,12,5,52,7,46,13,49,37,22,62,61,70,1,48,1,8,8,28,18,26,19,29,32,48,59,20,63,55,62,14,5,46,52,9,8,45
47,64,40,73,74,71,3,15,59,12,41,60,48,6,51,66,3,66,3,69,65,53,1,7,17,15,71,43,59,8,46,48,54,6,72,22,27,34,58,69,60,61,44,37,0,61,61,7,55,67,34,6,18,55,3,32,40,71,16,9,48,9,73,19,45,61,62,37,57,68,67,16,41,59,15,56,36,44,20,7,23,68,35,20,57,58,2,66,60,24,50,22,69,21,13,56,36,49,72,24
41,59,72,10,69,43,39,11,18,25,69,4,29,55,46,53,65,2,34,55,5,71,60,44,27,47,33,36,69,35,29,36,2,13,40,6,2,50,47,69,12,26,35,7,61,0,6,59,28,44,14,6,12,62,23,29,49,61,57,28,15,48,1,21,48,44,25,74,10,55,12,33,62,27,6,42,21,10,52,36,14,8,15,10,24,71,40,19,33,50,41,46,64,29,56,12,5,26,61,28
33,24,9,18,31,63,31,44,45,24,23,21,36,34,17,28,46,63,2,56,33,38,46,12,25,2,45,60,37,17,74,5,43,71,36,67,38,64,62,27,47,13,7,19,61,6,0,72,45,26,69,67,63,20,22,58,52,37,72,36,74,37,38,57,29,34,10,57,42,48,60,17,64,67,22,54,26,21,13,50,40,62,20,14,32,36,59,10,4,47,3,11,52,39,41,60,59,38,21,9
22,34,4,2,1,21,8,6,9,67,26,49,68,50,31,19,16,22,36,31,7,23,36,6,7,24,54,40,62,69,22,67,4,61,59,63,62,37,3,20,52,3,62,34,7,59,72,0,66,72,70,48,7,6,14,3,54,11,48,59,42,28,61,23,24,59,38,20,55,13,69,17,7,6,57,61,55,57,72,35,59,32,70,1,73,43,26,42,23,12,50,51,59,26,19,26,25,69,56,22
38,56,23,45,41,47,35,61,39,19,64,37,2,52,47,19,39,19,71,18,42,59,20,43,38,40,51,17,10,24,53,37,32,53,7,30,20,4,31,59,7,71,51,48,55,28,45,66,0,45,57,63,67,45,6,17,65,31,49,58,19,42,17,1,57,2,30,19,16,50,68,1,56,60,68,73,9,39,61,48,71,71,72,5,33,24,10,10,60,39,70,74,31,28,17,34,20,34,33,20
57,9,43,9,16,44,34,54,63,23,26,72,12,43,42,57,4,37,19,39,40,18,20,22,62,25,16,53,57,64,40,58,35,72,66,13,4,24,19,38,40,51,20,53,67,44,26,72,45,0,10,32,38,25,51,33,33,59,61,56,59,38,42,47,8,19,46,23,57,20,3,22,42,72,51,54,42,40,65,30,34,16,57,41,27,52,9,1,45,49,43,68,48,39,20,4,55,13,21,20
57,9,40,31,17,72,41,69,69,31,11,56,35,47,10,4,64,54,29,17,57,18,36,27,67,45,7,11,69,20,15,5,2,74,1,32,19,48,36,42,66,64,72,74,34,14,69,70,57,10,0,41,41,59,65,59,72,14,69,4,18,1,50,67,43,12,38,43,14,24,53,41,11,29,30,43,2,43,69,8,55,72,46,54,23,34,4,29,27,22,61,34,60,59,21,6,5,48,32,68
43,20,67,66,25,7,60,37,37,53,38,43,41,65,13,51,33,15,32,63,18,35,17,54,54,27,21,49,62,65,52,20,5,74,38,31,49,59,66,51,20,70,14,69,6,6,67,48,63,32,41,0,31,12,40,70,49,30,20,63,70,28,5,14,43,14,22,35,26,24,35,18,3,49,12,60,31,25,56,56,13,9,13,47,63,38,13,53,68,17,65,16,62,64,39,36,66,5,38,46
56,39,41,41,8,38,52,49,21,11,64,23,5,50,1,46,41,17,62,50,44,46,4,64,29,10,65,47,20,14,4,49,69,12,51,54,25,22,21,7,18,51,23,7,18,12,63,7,67,38,41,31,0,55,18,2,11,57,72,29,74,25,11,29,42,47,41,24,12,12,11,53,35,9,52,14,60,39,41,16,59,39,43,32,54,6,45,64,34,49,23,45,21,60,59,71,33,34,45,63
48,72,32,28,56,39,65,66,49,65,29,19,49,65,31,56,42,73,62,61,34,46,13,26,23,68,42,17,16,57,14,10,40,71,42,31,49,37,45,65,63,68,31,71,55,62,20,6,45,25,59,12,55,0,3,14,70,71,34,61,69,50,28,31,33,51,35,71,27,26,67,41,56,10,34,6,50,53,69,49,52,64,35,34,60,62,15,2,5,11,13,47,3,35,51,9,18,22,13,24
10,53,41,16,56,7,4,40,68,7,52,66,66,35,37,73,51,44,34,59,64,10,20,72,52,48,35,14,39,3,4,48,28,40,36,71,1,61,2,70,37,19,18,13,3,23,22,14,6,51,65,40,18,3,0,60,23,58,41,42,55,58,67,11,59,15,3,10,10,10,70,21,70,48,65,28,18,14,41,19,23,2,44,72,63,1,47,27,9,41,31,39,66,12,33,5,29,54,8,50
38,24,53,33,41,67,17,21,38,35,47,34,9,11,12,29,28,23,29,35,49,10,15,71,66,49,32,13,30,48,66,29,27,6,24,68,54,45,12,8,12,66,15,72,32,29,58,3,17,33,59,70,2,14,60,0,22,45,12,33,1,17,20,38,16,26,56,31,5,29,36,62,23,61,42,5,20,44,36,15,18,58,46,11,53,30,35,53,30,2,6,44,34,69,8,28,41,9,67,47
26,22,2,71,26,66,35,73,73,3,34,61,33,6,50,20,6,72,69,23,27,22,45,16,69,50,58,12,36,42,63,57,12,24,45,71,29,40,62,63,18,69,53,45,40,49,52,54,65,33,72,49,11,70,23,22,0,68,47,2,24,9,47,5,50,36,23,39,53,61,24,24,26,50,64,57,65,65,13,63,72,57,65,5,48,24,48,66,28,57,13,39,47,53,23,20,68,46,7,47
7,63,60,10,62,33,71,3,15,56,36,8,21,53,2,65,34,67,55,51,26,55,61,57,7,56,49,16,74,28,9,49,12,67,68,26,3,25,15,68,49,23,14,18,71,61,37,11,31,59,14,30,57,71,58,45,68,0,15,58,64,25,11,57,24,19,15,6,41,30,56,37,29,5,16,41,31,67,5,33,40,10,41,64,15,12,5,49,2,22,73,57,19,51,11,47,64,67,26,36
11,68,11,35,41,58,59,25,9,52,71,64,73,23,9,60,4,15,55,74,19,31,60,46,36,63,49,71,45,16,31,29,26,62,51,22,31,31,62,1,42,6,39,6,16,57,72,48,49,61,69,20,72,34,41,12,47,15,0,51,53,35,27,21,6,33,13,30,69,38,68,7,74,8,24,59,45,35,23,10,22,13,24,9,62,72,17,53,3,46,50,3,1,11,64,21,40,39,43,25
15,48,36,64,71,11,34,73,23,16,7,3,46,50,71,35,55,1,71,57,71,62,60,69,10,39,12,2,70,59,9,23,25,1,71,66,54,59,26,39,22,57,22,23,9,28,36,59,58,56,4,63,29,61,42,33,2,58,51,0,31,31,73,5,30,59,44,23,67,7,24,66,49,51,36,11,71,66,33,62,25,28,59,8,71,1,22,4,33,59,68,40,60,42,56,1,36,19,23,72
50,19,20,4,67,46,25,28,30,51,21,67,19,49,73,7,3,53,38,62,23,70,53,45,19,12,32,71,37,11,43,26,59,48,8,16,69,26,50,49,47,7,35,61,48,15,74,42,19,59,18,70,74,69,55,1,24,64,53,31,0,16,39,17,42,74,10,71,10,14,48,10,7,49,3,73,40,28,53,71,29,52,45,58,44,28,63,17,59,74,21,53,50,31,37,71,71,55,29,3
32,7,28,52,27,20,5,23,32,42,34,67,10,40,3,42,71,65,59,53,12,30,64,52,66,29,38,2,33,37,71,69,37,60,38,10,73,35,4,29,53,54,69,6,9,48,37,28,42,38,1,28,25,50,58,17,9,25,35,31,16,0,44,42,27,66,47,47,22,6,22,18,26,63,12,12,38,45,12,48,63,58,20,24,14,34,25,21,69,30,29,44,6,16,54,43,15,63,32,41
52,63,49,73,41,33,55,9,24,63,44,39,41,53,37,14,55,9,34,45,27,4,58,56,15,61,28,72,58,1,19,34,35,19,9,39,73,28,55,49,21,34,16,27,73,1,38,61,17,42,50,5,11,28,67,20,47,11,27,73,39,44,0,40,14,7,35,3,33,42,48,3,53,13,44,45,58,5,64,29,30,25,42,22,28,26,47,50,74,70,26,15,69,22,41,69,7,20,32,43
20,44,13,21,26,63,38,68,52,42,65,9,62,38,64,40,70,3,63,56,55,43,16,29,9,13,36,23,56,14,74,33,10,5,41,68,67,51,37,57,31,49,1,10,19,21,57,23,1,47,67,14,29,31,11,38,5,57,21,5,17,42,40,0,67,17,72,33,59,39,25,32,54,68,66,10,9,67,49,3,38,67,29,22,18,15,29,45,20,47,60,8,54,48,36,70,8,45,18,3
1,71,21,10,47,15,15,11,7,67,35,14,62,37,18,27,38,45,29,37,53,56,74,19,41,25,26,39,33,36,26,34,66,20,51,30,65,43,70,43,27,13,68,12,45,48,29,24,57,8,43,43,42,33,59,16,50,24,6,30,42,27,14,67,0,43,63,42,63,16,46,13,22,2,52,71,56,56,41,21,19,22,72,18,40,16,33,11,28,59,61,67,40,61,53,4,11,18,19,13
40,5,15,51,59,23,32,25,30,32,33,53,62,37,62,24,18,45,55,65,52,24,7,3,24,72,58,64,4,63,16,70,50,8,11,16,60,49,22,47,58,40,51,5,61,44,34,59,2,19,12,14,47,51,15,26,36,19,33,59,74,66,7,17,43,0,18,21,71,26,23,30,23,57,27,10,46,27,27,6,65,34,6,67,21,46,49,15,72,50,41,65,42,2,36,60,55,43,1,54
21,44,15,68,56,36,13,67,22,27,56,62,16,70,61,54,20,39,73,6,1,37,49,35,29,60,29,67,7,11,50,17,62,36,58,6,42,37,28,21,11,47,39,52,62,25,10,38,30,46,38,22,41,35,3,56,23,15,13,44,10,47,35,72,63,18,0,34,49,56,60,3,58,42,6,19,10,42,41,6,74,19,24,23,4,40,19,31,71,69,9,44,27,54,39,20,37,64,54,15
71,22,25,46,10,25,56,37,23,37,35,3,41,29,47,39,57,1,39,72,28,17,16,48,59,17,53,14,60,55,73,66,49,31,30,70,31,30,9,63,67,2,39,7,37,74,57,20,19,23,43,35,24,71,10,31,39,6,30,23,71,47,3,33,42,21,34,0,12,28,64,51,47,11,6,65,32,37,35,39,21,18,67,68,45,28,45,50,67,7,40,32,46,42,17,8,1,5,24,58
68,62,66,67,61,60,28,46,8,19,64,57,65,9,1,59,74,51,32,8,67,70,19,21,63,74,36,49,49,52,47,2,73,29,67,45,10,36,72,32,22,35,8,46,57,10,42,55,16,57,14,26,12,27,10,5,53,41,69,67,10,22,33,59,63,71,49,12,0,25,46,74,48,40,18,55,66,64,45,49,68,33,22,47,22,47,4,74,16,45,26,54,3,5,69,7,25,39,19,41
30,15,35,15,2,74,70,44,44,69,35,71,9,18,29,16,27,71,16,41,24,36,26,39,51,5,54,70,3,3,5,26,73,66,23,28,49,5,33,47,37,66,74,13,68,55,48,13,50,20,24,24,12,26,10,29,61,30,38,7,14,6,42,39,16,26,56,28,25,0,58,39,69,11,31,21,45,3,5,24,8,13,28,3,53,48,13,5,31,35,15,65,45,2,67,34,5,8,74,65
